iter	Logloss
241	0.04042709163
242	0.04030419535
243	0.04017272973
244	0.03995453901
245	0.03984664225
246	0.03965126981
247	0.03954786553
248	0.03935173234
249	0.03922701021
250	0.0389608915
251	0.03877537633
252	0.03844592135
253	0.03814752251
254	0.03784582437
255	0.03755577527
256	0.03728898203
257	0.0368840913
258	0.0367134299
259	0.03633524714
260	0.03604622339
261	0.03576676212
262	0.03539840945
263	0.03520039202
264	0.03486312147
265	0.03477589608
266	0.03468407446
267	0.03452353985
268	0.03427627455
269	0.03410763031
270	0.03402723167
271	0.03383765889
272	0.03373795723
273	0.03352449863
274	0.03328408836
275	0.03307413942
276	0.03294685966
277	0.03288582504
278	0.03280019499
279	0.03267158789
280	0.03261416695
281	0.03247162553
282	0.03241508778
283	0.03227035747
284	0.03210325116
285	0.03202560365
286	0.03181470476
287	0.03159527624
288	0.0314619721
289	0.03132662523
290	0.0310349813
291	0.03088178222
292	0.03073792053
293	0.03062725627
294	0.03035089272
295	0.03015422021
296	0.03008957621
297	0.03004157092
298	0.02999025866
299	0.02992984114
300	0.02975698816
301	0.02954892354
302	0.02947264072
303	0.02920962557
304	0.02895892476
305	0.0289128461
306	0.02884112402
307	0.02864499765
308	0.02847802391
309	0.02843413198
310	0.02839820157
311	0.02816269453
312	0.02811400908
313	0.02794734961
314	0.02772155526
315	0.02766595432
316	0.02755301586
317	0.02750066458
318	0.0273626061
319	0.02726216143
320	0.02721096032
321	0.02716230487
322	0.02709332465
323	0.02691936843
324	0.02681114687
325	0.02665947006
326	0.02651420265
327	0.02646897292
328	0.0263009481
329	0.02615403627
330	0.02602934239
331	0.0258161263
332	0.02576663202
333	0.02569920464
334	0.02565496345
335	0.02555113809
336	0.02545190585
337	0.02529987053
338	0.02516116964
339	0.0250735561
340	0.02487858836
341	0.02476182261
342	0.02471909712
343	0.02468659733
344	0.02451319696
345	0.02447873379
346	0.02443860759
347	0.02425642829
348	0.02413553467
349	0.02402845277
350	0.02398036529
351	0.02394422054
352	0.02385600356
353	0.02371408519
354	0.0236276878
355	0.023564716
356	0.02344418131
357	0.02332580107
358	0.02316137972
359	0.02312687733
360	0.02304262763
361	0.02300597008
362	0.02292390529
363	0.02276941366
364	0.02272673185
365	0.02258441779
366	0.02252508994
367	0.02237498966
368	0.02224910849
369	0.02208166788
370	0.02192270009
371	0.02181974177
372	0.021749767
373	0.02165937109
374	0.02154769542
375	0.02149960181
376	0.02143354688
377	0.02136107735
378	0.02128420103
379	0.02119856538
380	0.02108710421
381	0.02099636187
382	0.02096157369
383	0.02086798036
384	0.02076239219
385	0.02074078407
386	0.02066267054
387	0.02055230046
388	0.02045386128
389	0.02037582873
390	0.02026796961
391	0.0201694981
392	0.02007006696
393	0.02001118435
394	0.01990128254
395	0.01979818569
396	0.01967927307
397	0.01961282514
398	0.01952706095
399	0.01950165596
400	0.01947415121
401	0.01945455643
402	0.01940014806
403	0.01928760688
404	0.01922210725
405	0.01919729316
406	0.0191137367
407	0.01906277142
408	0.01903642963
409	0.01895223371
410	0.01888270458
411	0.01882534613
412	0.01869795742
413	0.0185779444
414	0.01854564008
415	0.01845765883
416	0.01833208431
417	0.01827160669
418	0.01819331409
419	0.01813983953
420	0.01811707525
421	0.01800323804
422	0.01795883189
423	0.01790372302
424	0.01786071736
425	0.01779047938
426	0.01774435037
427	0.01765817888
428	0.01757332079
429	0.01754483797
430	0.01749813977
431	0.01741683076
432	0.01733003044
433	0.01725176931
434	0.01718359534
435	0.01707864377
436	0.01697931603
437	0.01693465229
438	0.01691308725
439	0.01685546368
440	0.01681502199
441	0.01674363381
442	0.016669107
443	0.01663225121
444	0.01655995491
445	0.01649226721
446	0.01645491345
447	0.0163945165
448	0.01633073843
449	0.01626070793
450	0.01621335176
451	0.01609289306
452	0.01606917054
453	0.01602839195
454	0.01599092879
455	0.01592293228
456	0.01583694948
457	0.01579550436
458	0.01574402844
459	0.01571690787
460	0.01571151207
461	0.01564753748
462	0.01557761856
463	0.01552355169
464	0.01547368144
465	0.0154282469
466	0.01534859636
467	0.01528738769
468	0.01527228288
469	0.01526704829
470	0.01520982023
471	0.01515223911
472	0.01511994884
473	0.01508360084
474	0.01502314498
475	0.01499713378
476	0.01493836343
477	0.01487427038
478	0.01484581564
479	0.01477019154
480	0.01474927308
481	0.01473104817
482	0.01469579593
483	0.01462252327
484	0.01460303027
485	0.01458390519
486	0.01454521312
487	0.01448347716
488	0.0144036918
489	0.01439889007
490	0.01436985923
491	0.01429914949
492	0.01426139536
493	0.0142482443
494	0.01420384768
495	0.01412854783
496	0.01409398517
497	0.01402788463
498	0.0139815272
499	0.013964311
